,source,target,sampled
262,a couple of elephants standing on a lush green forest,two elephants walk through a grassy area with trees, two camels stand by a tree covered in desert
263,a doll with a bonnet and a book on a pillow,a close up of a doll laying in a bed with a book, a baby on a couch with a stuffed animal in her lap
264,a person on skis off the ground attached to a cable in a snowy field,a skier is in the air holding on to some ropes, a skier is in the air on skis with a stick and tongue
265,people sitting under umbrellas on bleachers with other spectators,a group of people with a umbrella, a group of people
266,a man riding a wave on a surf board,a man on a surfboard inside a large wave, a man on a surfboard outdoors
267,two jockeys ride their horses in a race at the track,horses racing on a dirt track with flowers around the scoreboard, jockeys race on a track with jockeys in it s race
268,a large building with a clock on the front of it,an image of a clock on a building, an airplane at a building
269,the girl with glasses is eating a slice of pizza,a very large pizza that is on some kind of pizza pan, a little girl has just at a plate of food with chopsticks
270,a man standing next to a woman in a living room,a couple is posing together dressed in outlandish attire, a woman stands beside a younger man dressed in victorian attire
271,this is a painting of a cross country skier traveling up a slope at sunrise,a person in ski gear skiing on slope next to trees, a person in winter clothes walking on tracks on skis
272,several people are on a busy street with lots of animals,a bunch of animals by a nasty street, a bunch of animals being by a street
273,a pizza pie sits in a dish on a table,a homemade cheese pizza and crackers are on the table, a pizza pizza prepares to make on a plate
274,an animal laying under a blanket on top of a bed,a dog on its bed lay down for some food, a dog on his bed lays out of a bed with its mouth
275,something sticking out of the body of water,kite with a person s face designed on it is floating in the water, water water from a clear clear to the water is visible in the water
276,two men ride on atv s and tilt them to the side,two men doing a stunt show on four wheeler atv vehicles, two men riding a go kart ride at an airfield
277,men playing aussie rules football on a green field,a group of people are holding other people on a soccer field, a group of men are playing a game on field with a football
278,a beautiful woman standing on the side of a rad next to a street,a woman wearing a dark colored dress stands curbside near a large building, a woman wearing a gray jacket stands beside a brick wall
279,a red traffic light with a sad face drawn over it,a street scene with a close of of a stop light, a sign with traffic lights in a large city
280,banana pieces placed on beacon and sausage on a white plate,french bread on a plate with eggs bacon and banana slices atop the bread, glossy paper with food on it s neck with a plate and fork
281,there are a bunch of bananas left out in the open,a table with bananas close to the road, a gathering with bananas on the back of a box
